 1   1
 2  -1
 3   1
 4  -3
 5   1
 6  -5
 7   1
 8  -7
 9   1
10  -9
11  -1
12  -1
13  -3
14  -3
15  -5
16  -5
17  -7
18  -7
19  -9
20  -9
21  -1
22  -1
23  -3
24  -3
25  -5
26  -5
27  -7
28  -7
29  -1
30  -1
31  -3
32  -3
33  -5
34  -5
35  -7
36  -7
37   1
38   1
39 -38
40 -37
41   1
42 -41
43 -37
44 -38
45 -38
46 -37
47 -41
48 -41
